SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
144,2022-23,Q1,4/1/2022,SS400269,Software Services -Development -WNS,KBQU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.02,-0.02,-0.02
145,2022-23,Q1,4/1/2022,SS400270,Software Services -Development -Aditya Birla,WUOD,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,1.55,0.87,0.67,0.58
146,2022-23,Q1,4/1/2022,SS400271,Software Services -Development -Karnataka Bank,UEKK,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,5.23,3.20,2.03,1.80
147,2022-23,Q1,4/1/2022,SS400272,Software Services -Development -YES Securities,QPWV,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,1.41,0.84,0.57,0.48
148,2022-23,Q1,4/1/2022,SS400278,Software Services - Development - IIFL - Linux /GCP,HROA,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,3.78,3.39,0.39,0.16
149,2022-23,Q1,4/1/2022,SS400284,Software Service - NTT Data,RHAC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,0.80,0.39,0.41,0.37
150,2022-23,Q1,4/1/2022,SS400286,Software Service -Value Momentum (Lib.Gen.Ins),YMKY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.60,0.98,0.62,0.57
151,2022-23,Q1,4/1/2022,SS400288,Software Service -NPCI -T&M,EWSE,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,2.95,1.73,1.22,1.08
152,2022-23,Q1,4/1/2022,SS400291,Software Service -G&D Product Development,IETB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,3.03,1.51,1.51,1.47
153,2022-23,Q1,4/1/2022,SS400302,Software Services - EXIDE Life,SHIN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.47,-0.47,-0.52
154,2022-23,Q1,4/1/2022,ST400178,Software Testing - T&M - NSDL - BAT,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.72,7.10,0.38,6.72,6.37
155,2022-23,Q1,4/1/2022,ST400179,Software Testing-SBI Life-T&M,LIB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,85.30,51.76,39.29,12.47,8.63
156,2022-23,Q1,4/1/2022,ST400195,Software Testing- RBL T&M,TENY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.55,1.58,0.97,0.88
157,2022-23,Q1,4/1/2022,ST400200,Software Testing - T&M - TATA AIA LIC,LFIY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,49.57,37.43,24.85,12.58,10.35
158,2022-23,Q1,4/1/2022,ST400202,Software Testing - T&M - BOA,ZFPS,PSG-Non NSE,Digital,Project,Singapore,NSEIT-IND-SA,3.00,4.40,2.06,2.34,2.20
159,2022-23,Q1,4/1/2022,SS400161,Software Services-AVALON-T&M,UTHN,PSG-Non NSE,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,3.38,7.53,6.36,1.17,1.01
160,2022-23,Q1,4/1/2022,PN599999,Practice Development -PSG NSE,RHCC,PSG-NSE,Digital,Practice,IND,NSEIT-IND-SA,3.00,0.00,0.00,-8.62,-8.69
161,2022-23,Q1,4/1/2022,SS400046,Software Services - T&M - NSE - Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,86.08,107.56,76.41,31.16,27.28
162,2022-23,Q1,4/1/2022,SS400249,Software Services - NSE IFSC Gift City Trading Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,52.90,60.78,45.72,15.06,12.68
163,2022-23,Q1,4/1/2022,SS400303,Software Service -NSE-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.25,3.01,3.49,-0.48,-0.59
164,2022-23,Q1,4/1/2022,ST400176,Software Testing - T&M - NSE - BAT,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,8.00,9.20,6.37,2.83,2.47
165,2022-23,Q1,4/1/2022,ST400204,Software Testing- NSE -Web Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,8.33,0.96,7.37,7.24
166,2022-23,Q1,4/1/2022,ST400211,Software Testing-NSE -MF Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.60,0.96,1.63,1.54
167,2022-23,Q1,4/1/2022,PS699999,Practice Development – Strategic Projects & Alliance,QRWT,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,1.00,0.00,0.00,-6.38,-6.41
168,2022-23,Q1,4/1/2022,SS300270,Software Service - Brunei Stock Exchange,SOLW,App Modernisation,Digital,Project,Brunei,NSEIT-IND-SA,19.30,0.00,16.29,-16.29,-17.15
169,2022-23,Q1,4/1/2022,SS400279,Software Services -Nasdaq -OCC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,20.70,54.55,46.83,7.73,6.79
170,2022-23,Q1,4/1/2022,SS300306,Software Service -NASDAQ PTP -NSE Clearing,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,2.81,1.86,0.95,0.90
171,2022-23,Q1,4/1/2022,SS400289,Software Services -Nasdaq - DGCX,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,6.25,47.52,17.18,30.34,30.06
172,2022-23,Q1,4/1/2022,PT699999,Practice Development – Testing ,QRWT,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-0.22,-0.22
173,2022-23,Q1,4/1/2022,RP400006,RPA - Edelweiss Tokio -T&M,AQUT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,1.20,1.48,-0.28,-0.33
174,2022-23,Q1,4/1/2022,SS400299,Software Services - SGX -GIFT-NFT,TEMT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,10.20,26.28,13.42,12.86,12.40
175,2022-23,Q1,4/1/2022,SD999999,Sales - Digital,EKQX,Digital - SAM,Digital,Sales,IND,NSEIT-IND-SA,29.17,0.00,0.00,0.00,-46.31
176,2022-23,Q1,4/1/2022,MD999999,Marketing - Digital,GRFP,Digital - SAM,Digital,Marketing,IND,NSEIT-IND-SA,3.70,0.00,0.00,0.00,-2.63
177,2022-23,Q1,4/1/2022,DG999999,Digi-Support,ALSB,Digi-Support,Digital,Corporate,IND,NSEIT-IND-SA,40.22,0.00,0.00,0.00,
178,2022-23,Q1,4/1/2022,SS300306-US,Software Service -NASDAQ PTP -NSE Clearing - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,0.70,0.00,0.70,0.70
179,2022-23,Q1,4/1/2022,SS400300-US,Software Testing -Adi-Worldlink -AWS-Financial Project - US,LGDI,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,3.05,0.00,3.05,3.05
180,2022-23,Q1,4/1/2022,SS400279-US,Software Services -Nasdaq -OCC - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,13.64,0.00,13.64,13.64
181,2022-23,Q1,4/1/2022,SS400289-US,Software Services -Nasdaq - DGCX - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,11.88,0.00,11.88,11.88
182,2022-23,Q1,4/1/2022,SS400161-US,Software Services-AVALON-T&M - US,UTHN,PSG-Non NSE,Digital,Project,US (Addl),US (Addl),0.00,1.88,0.00,1.88,1.88
183,2022-23,Q1,4/1/2022,US Expense,US Expense,EKQX,Digital - SAM,Digital,Sales,US (Addl),US (Addl),0.00,0.00,0.00,0.00,-3.13
184,2022-23,Q1,5/1/2022,SP100149,Software Products- Huda e-Auctions System,VOZX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.25,5.17,2.54,2.63,2.57
185,2022-23,Q1,5/1/2022,SP100150,Software Products- HSIDC-e-Auctions System,GFBV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.25,0.00,1.07,-1.07,-1.13
186,2022-23,Q1,5/1/2022,SS300034,Software Services -Tea Board E-Auction Solutions-Maintenance,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,6.35,4.43,4.61,-0.18,-0.47
187,2022-23,Q1,5/1/2022,SS300261,Software Service - NSE- Contract Note generation module,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.62,0.00,3.50,-3.50,-3.70
188,2022-23,Q1,5/1/2022,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
189,2022-23,Q1,5/1/2022,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.15,1.25,1.60,-0.35,-0.45
190,2022-23,Q1,5/1/2022,SS300292,Software Service - NSE XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.51,2.75,1.68,1.07,1.00
191,2022-23,Q1,5/1/2022,SS300295,Software Service - NSE- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.95,9.85,8.69,1.16,0.89
192,2022-23,Q1,5/1/2022,SS300299,Software Service - NSE-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.25,5.52,6.26,-0.74,-0.84
193,2022-23,Q1,5/1/2022,SS300309,Software Service-NSE-IFSC Website ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
194,2022-23,Q1,5/1/2022,SS300310,Software Service - Development -NAFED,LTUH,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.85,0.00,4.72,-4.72,-4.99
195,2022-23,Q1,5/1/2022,SS300311,Software Service NESL-e-Auction Platform,UKBZ,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.25,0.00,0.85,-0.85,-0.91
196,2022-23,Q1,5/1/2022,SS300318,Software Service -NSE-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.20,2.75,1.92,0.83,0.73
197,2022-23,Q1,5/1/2022,SS300321,Software Service - PXIL-PRATYAY,DCUW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,25.82,24.50,20.62,3.88,2.72
198,2022-23,Q1,5/1/2022,SS300322,Software Services -Magma HDI - Partner Portal,VVEE,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,55.56,0.00,65.50,-65.50,-68.00
199,2022-23,Q1,5/1/2022,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,21.07,0.00,81.34,-81.34,-82.29
200,2022-23,Q1,5/1/2022,SS300324,Software Service -South Indian Bank,VCYT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.25,0.00,0.75,-0.75,-0.76
201,2022-23,Q1,5/1/2022,SS300330,Software Service -NSE-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,6.71,0.00,6.71,6.71
202,2022-23,Q1,5/1/2022,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,20.35,0.00,31.32,-31.32,-32.24
203,2022-23,Q1,5/1/2022,SS400242,Software Services - NDML -RTA -Application Development,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.15,0.00,0.21,-0.21,-0.22
204,2022-23,Q1,5/1/2022,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.58,10.26,4.73,5.52,5.27
205,2022-23,Q1,5/1/2022,SS400276,Software Services -Magma -T&M,VVEE,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.23,0.00,0.67,-0.67,-0.68
206,2022-23,Q1,5/1/2022,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,6.24,4.06,2.18,1.95
207,2022-23,Q1,5/1/2022,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.91,1.69,1.22,1.13
208,2022-23,Q1,5/1/2022,SS400290,NSE- Solace -Enhanced Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,3.54,28.74,3.09,25.65,25.49
209,2022-23,Q1,5/1/2022,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,7.29,4.11,3.18,2.96
210,2022-23,Q1,5/1/2022,SS400304,Software Services -Karnataka Bank -DCoE,UEKK,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.50,-0.77,1.32,-2.10,-2.12
211,2022-23,Q1,5/1/2022,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,23.31,85.51,23.71,61.81,60.76
212,2022-23,Q1,5/1/2022,SS400307,Software Service HDFC Mutual fund,GYVI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.97,1.66,1.23,0.44,0.39
213,2022-23,Q1,5/1/2022,SS400308,Software Service -NSE-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.52,2.88,1.83,1.05,1.03
214,2022-23,Q1,5/1/2022,SS300275,Software Service - Aujas - Palm Products,QZRU,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.75,-0.75,-0.75
215,2022-23,Q1,5/1/2022,PA399999,Practice Bench - App Modernisation,EZOF,App Modernisation,Digital,Bench,IND,NSEIT-IND-SA,64.38,0.00,0.00,-25.11,-26.38
216,2022-23,Q1,5/1/2022,PA699999,Practice Development  - App Modernisation,RHCC,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,3.99,0.00,0.00,-44.29,-44.37
217,2022-23,Q1,5/1/2022,PB399999,Practice Bench -Business Transformation,EZOF,Business Transformation,Digital,Bench,IND,NSEIT-IND-SA,16.76,0.00,0.00,-11.77,-12.10
218,2022-23,Q1,5/1/2022,PB699999,Practice Development - Business Transformation,RHCC,Business Transformation,Digital,Practice,IND,NSEIT-IND-SA,2.00,0.00,0.00,-10.50,-10.54
219,2022-23,Q1,5/1/2022,RP300009,RPA - Automation (24 Process ) - NSE,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,1.33,-1.33,-1.42
220,2022-23,Q1,5/1/2022,RP300013,RPA - Automation -SBI Life,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,8.82,8.20,7.89,0.31,-0.09
221,2022-23,Q1,5/1/2022,RP400001,RPA - NSE - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.87,0.64,3.23,3.14
222,2022-23,Q1,5/1/2022,RP400005,RPA - TATA Aia -T&M,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,2.40,1.73,0.67,0.58
223,2022-23,Q1,5/1/2022,RP400007,RPA - Kalpataru Group - Robotic Automation  T&M,ZFRE,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,-1.15,0.00,-1.15,-1.15
224,2022-23,Q1,5/1/2022,RP400010,RPA -IDFC First Bank,XSZC,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,25.49,22.69,15.22,7.47,6.32
225,2022-23,Q1,5/1/2022,RP400011,RPA - SBI Life -T&M,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.00,2.21,1.42,0.79,0.56
226,2022-23,Q1,5/1/2022,SP200002,Software Products - Back Office - Ensettle - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.25,2.34,0.80,1.54,1.53
227,2022-23,Q1,5/1/2022,SP200030,Software Products - Messaging Solutions - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.63,5.15,1.31,3.83,3.71
228,2022-23,Q1,5/1/2022,SS300250,Software Services - Bank of Baroda,XIAF,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.15,0.00,0.34,-0.34,-0.35
229,2022-23,Q1,5/1/2022,SS300252,Software Services - KRA Dashboard - CPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,-1.23,0.00,-1.23,-1.27
230,2022-23,Q1,5/1/2022,SS300255,Software Service - Federal Bank Collection Management,KPQR,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.20,1.09,1.44,-0.35,-0.36
231,2022-23,Q1,5/1/2022,SS300262,Software Service - NSE- Document Management System,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.55,-0.55,-0.55
232,2022-23,Q1,5/1/2022,SS300263,Software Service - Equitas Collection Management Solutions,EHZE,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.25,1.94,2.33,-0.39,-0.40
233,2022-23,Q1,5/1/2022,SS300271,Software Service - NSE - PPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.04,-1.04,-1.04
234,2022-23,Q1,5/1/2022,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.10,2.00,0.66,1.34,1.29
235,2022-23,Q1,5/1/2022,SS300287,Software Service Development -RBI- Spectra,FZWX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,19.10,0.00,19.32,-19.32,-20.18
236,2022-23,Q1,5/1/2022,SS300301,Software Service -NSE Vendor Management System,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.42,0.00,0.42,0.42
237,2022-23,Q1,5/1/2022,SS300305,Software Service -NSE-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.55,-0.55,-0.55
238,2022-23,Q1,5/1/2022,SS300308,Software Service-NSE-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.49,2.33,2.18,0.15,0.00
239,2022-23,Q1,5/1/2022,SS300314,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.74,-0.74,-0.74
240,2022-23,Q1,5/1/2022,SS300332,Software Service-NSE-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,3.31,0.00,3.31,3.31
241,2022-23,Q1,5/1/2022,SS400252,Software Service - Bank of Baroda - T&M,XIAF,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.10,1.17,1.23,-0.07,-0.16
242,2022-23,Q1,5/1/2022,AN100005,Analytics -Yes Bank -License,GQLE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
243,2022-23,Q1,5/1/2022,AN100006,Analytics -Ashnik Technologies -License,BNXN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
244,2022-23,Q1,5/1/2022,AN300008,Analytics -Development - Wissen ( Bandhan Bank ),PGVO,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.20,0.00,0.10,-0.10,-0.11
245,2022-23,Q1,5/1/2022,AN300009,Analytics-Elastic Internal Aujas SOC,QZRU,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,1.25,0.00,1.25,1.25
246,2022-23,Q1,5/1/2022,AN300010,Analytics-Kotak Life Insurance,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.39,-0.39,-0.43
247,2022-23,Q1,5/1/2022,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.05,1.65,1.39,0.26,0.21
248,2022-23,Q1,5/1/2022,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,1.70,0.00,1.70,1.70
249,2022-23,Q1,5/1/2022,AN400007,Elasticsearch - CCIL (Analytics),RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.85,10.08,1.53,8.55,8.47
250,2022-23,Q1,5/1/2022,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,9.45,0.00,0.00,-10.89,-11.07
251,2022-23,Q1,5/1/2022,PD499999,Practice Bench –  NSE-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,4.77,0.00,0.00,-8.07,-8.16
252,2022-23,Q1,5/1/2022,PD699999,Practice Development -Data & Analytics,RHCC,Data & Analytics,Digital,Practice,IND,NSEIT-IND-SA,4.35,0.00,0.00,-19.05,-19.14
253,2022-23,Q1,5/1/2022,SS300293,Software Service - CCIL Nasdaq Market Surveillance System,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.85,13.33,5.68,7.65,7.62
254,2022-23,Q1,5/1/2022,SS300296,Software Service - NESL -Business Reporting,DKFU,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,5.50,4.99,5.36,-0.37,-0.62
255,2022-23,Q1,5/1/2022,SS300300,Software Service - SBI General Ins.Co.,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,9.87,0.00,10.81,-10.81,-11.25
256,2022-23,Q1,5/1/2022,SS300303,Software Service -NSE -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,13.26,11.73,22.89,-11.16,-11.76
257,2022-23,Q1,5/1/2022,SS300333,Software Service-Hewlett Packard Enterprise,YRUE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,0.00,2.29,-2.29,-2.43
258,2022-23,Q1,5/1/2022,SS300334,Software Service-NSE-DataSwitch,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,1.50,0.00,1.50,1.50
259,2022-23,Q1,5/1/2022,SS300335,Software Service-NSE-Shareholder Repository Platform,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,6.96,0.00,7.32,-7.32,-7.63
260,2022-23,Q1,5/1/2022,SS400305,Software Service -NSE-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,9.00,0.00,11.95,-11.95,-12.35
261,2022-23,Q1,5/1/2022,SS400300,Software Services-Adi WorldLink -AWS-Financial Project,LGDI,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,7.00,16.52,12.01,4.51,4.20
262,2022-23,Q1,5/1/2022,DG499999,Software Common Bench,EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,168.25,0.00,0.00,-64.53,-67.85
263,2022-23,Q1,5/1/2022,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,0.90,0.70,0.21,0.16
264,2022-23,Q1,5/1/2022,CC400040,Customer Care Services - NOW -NSE-NCFM,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,0.23,0.25,-0.02,-0.07
265,2022-23,Q1,5/1/2022,CC400041,Customer Care Services - NOW -NSE-MSM,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,29.97,13.06,10.68,2.39,1.04
266,2022-23,Q1,5/1/2022,CC400042,Customer Care Services - NOW -NSCCL,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,8.00,6.44,4.14,2.30,1.94
267,2022-23,Q1,5/1/2022,CC400044,Customer Care Services - Regulatory Function  -NSE,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,29.00,18.19,7.74,10.45,9.14
268,2022-23,Q1,5/1/2022,CC400048,Customer Care Services - NSE IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,6.00,4.22,2.44,1.78,1.51
269,2022-23,Q1,5/1/2022,IM300052,IMS - NSE - Stratus MMC Services,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,45.17,48.58,-3.41,-3.41
270,2022-23,Q1,5/1/2022,IM300091,IMS- NSE- Co-Location Project,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,39.00,120.00,18.27,101.73,99.98
271,2022-23,Q1,5/1/2022,IM300158,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,9.65,10.46,9.76,0.70,0.26
272,2022-23,Q1,5/1/2022,IM300161,IMS - NSCCL - Stratus MMC Services,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,1.52,1.54,-0.02,-0.02
273,2022-23,Q1,5/1/2022,IM300163,IMS-IRDA-IGMS - Infra & Hosting /DC/DR Services,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.82,1.05,0.77,0.73
274,2022-23,Q1,5/1/2022,IM300164,IMS -IRDA -IGMS -AMC / Helpdesk Support ,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,1.25,0.88,0.37,0.37
275,2022-23,Q1,5/1/2022,IM300165,IMS - Aujas - Business Support Service,QZRU,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,8.01,0.00,8.01,8.01
276,2022-23,Q1,5/1/2022,IM300166,IMS-NAFED-T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.43,-0.43,-0.47
277,2022-23,Q1,5/1/2022,IM300168,IMS-Indian Bank -Infra & OS licenses,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,9.34,0.00,6.24,-6.24,-6.66
278,2022-23,Q1,5/1/2022,IM300169,IMS-NSE-VMS-AWC Cloud Hosting,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.44,0.00,0.44,0.44
279,2022-23,Q1,5/1/2022,IM300170,IMS-SIDBI,RXBM,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.67,-0.67,-0.72
280,2022-23,Q1,5/1/2022,IM300171,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,3.25,0.00,0.93,-0.93,-1.07
281,2022-23,Q1,5/1/2022,IM300172,IMS-Magma HDI,VVEE,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,-1.58,1.38,-2.96,-2.96
282,2022-23,Q1,5/1/2022,IM400057,IMS - Tea Board - T&M Infrastructure Services,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,10.78,4.74,5.93,-1.19,-1.68
283,2022-23,Q1,5/1/2022,IM400212,IMS-NSE-BCP,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,87.65,109.91,49.93,59.99,56.04
284,2022-23,Q1,5/1/2022,IM400215,IMS-NAFED -T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,5.00,0.00,1.44,-1.44,-1.67
285,2022-23,Q1,5/1/2022,IM400216,IMS-NSE-Incident Manager,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,3.11,1.84,1.27,1.18
286,2022-23,Q1,5/1/2022,IM400217,IMS-Magma Fincorp,YOLZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.77,0.00,2.23,-2.23,-2.27
287,2022-23,Q1,5/1/2022,IM400218,IMS-NSE-Project Management (PMO),PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,2.67,1.57,1.10,1.01
288,2022-23,Q1,5/1/2022,IM599999,Practice Bench – IMS,EZOF,IMS,Digital,Bench,IND,NSEIT-IND-SA,52.84,0.00,0.00,-14.76,-15.80
